Match_ID,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,rain_game
44772,2012-03-11,Swansea,Man City,1,0,H,0
44773,2012-03-12,Arsenal,Newcastle,2,1,H,0
44774,2012-03-13,Liverpool,Everton,3,0,H,0
44775,2012-03-17,Fulham,Swansea,0,3,A,0
44776,2012-03-17,Wigan,West Brom,1,1,D,0
44777,2012-03-18,Newcastle,Norwich,1,0,H,0
44778,2012-03-18,Wolves,Man United,0,5,A,0
44779,2012-03-20,Blackburn,Sunderland,2,0,H,0
44780,2012-03-21,Everton,Arsenal,0,1,A,0
44781,2012-03-21,Man City,Chelsea,2,1,H,0
44782,2012-03-21,QPR,Liverpool,3,2,H,0
44783,2012-03-21,Tottenham,Stoke,1,1,D,0
44784,2012-03-24,Arsenal,Aston Villa,3,0,H,0
44785,2012-03-24,Bolton,Blackburn,2,1,H,0
44786,2012-03-24,Chelsea,Tottenham,0,0,D,0
44787,2012-03-24,Liverpool,Wigan,1,2,A,0
44788,2012-03-24,Norwich,Wolves,2,1,H,0
44789,2012-03-24,Stoke,Man City,1,1,D,0
44790,2012-03-24,Sunderland,QPR,3,1,H,0
44791,2012-03-24,Swansea,Everton,0,2,A,0
44792,2012-03-25,West Brom,Newcastle,1,3,A,0
44793,2012-03-26,Man United,Fulham,1,0,H,0
44794,2012-03-31,Aston Villa,Chelsea,2,4,A,0
44795,2012-03-31,Everton,West Brom,2,0,H,0
44796,2012-03-31,Fulham,Norwich,2,1,H,0
44797,2012-03-31,Man City,Sunderland,3,3,D,0
44798,2012-03-31,QPR,Arsenal,2,1,H,0
44799,2012-03-31,Wigan,Stoke,2,0,H,0
44800,2012-03-31,Wolves,Bolton,2,3,A,0
44801,2012-04-01,Newcastle,Liverpool,2,0,H,0
44802,2012-04-01,Tottenham,Swansea,3,1,H,0
44803,2012-04-02,Blackburn,Man United,0,2,A,0
44804,2012-04-06,Swansea,Newcastle,0,2,A,0
44805,2012-04-07,Bolton,Fulham,0,3,A,0
44806,2012-04-07,Chelsea,Wigan,2,1,H,0
44807,2012-04-07,Liverpool,Aston Villa,1,1,D,0
44808,2012-04-07,Norwich,Everton,2,2,D,0
44809,2012-04-07,Stoke,Wolves,2,1,H,0
44810,2012-04-07,Sunderland,Tottenham,0,0,D,0
44811,2012-04-07,West Brom,Blackburn,3,0,H,0
44812,2012-04-08,Arsenal,Man City,1,0,H,0
44813,2012-04-08,Man United,QPR,2,0,H,0
44814,2012-04-09,Aston Villa,Stoke,1,1,D,0
44815,2012-04-09,Everton,Sunderland,4,0,H,0
44816,2012-04-09,Fulham,Chelsea,1,1,D,0
44817,2012-04-09,Newcastle,Bolton,2,0,H,0
44818,2012-04-09,Tottenham,Norwich,1,2,A,0
44819,2012-04-10,Blackburn,Liverpool,2,3,A,0
44820,2012-04-11,Man City,West Brom,4,0,H,0
44821,2012-04-11,QPR,Swansea,3,0,H,0
44822,2012-04-11,Wigan,Man United,1,0,H,0
44823,2012-04-11,Wolves,Arsenal,0,3,A,0
44824,2012-04-14,Norwich,Man City,1,6,A,0
44825,2012-04-14,Sunderland,Wolves,0,0,D,0
44826,2012-04-14,Swansea,Blackburn,3,0,H,0
44827,2012-04-14,West Brom,QPR,1,0,H,0
44828,2012-04-15,Man United,Aston Villa,4,0,H,0
44829,2012-04-16,Arsenal,Wigan,1,2,A,0
44830,2012-04-21,Arsenal,Chelsea,0,0,D,0
44831,2012-04-21,Aston Villa,Sunderland,0,0,D,0
44832,2012-04-21,Blackburn,Norwich,2,0,H,0
44833,2012-04-21,Bolton,Swansea,1,1,D,0
44834,2012-04-21,Fulham,Wigan,2,1,H,0
44835,2012-04-21,Newcastle,Stoke,3,0,H,0
44836,2012-04-21,QPR,Tottenham,1,0,H,0
44837,2012-04-22,Liverpool,West Brom,0,1,A,0
44838,2012-04-22,Man United,Everton,4,4,D,0
44839,2012-04-22,Wolves,Man City,0,2,A,0
44840,2012-04-24,Aston Villa,Bolton,1,2,A,0
44841,2012-04-28,Everton,Fulham,4,0,H,0
44842,2012-04-28,Norwich,Liverpool,0,3,A,0
44843,2012-04-28,Stoke,Arsenal,1,1,D,0
44844,2012-04-28,Sunderland,Bolton,2,2,D,0
44845,2012-04-28,Swansea,Wolves,4,4,D,0
44846,2012-04-28,West Brom,Aston Villa,0,0,D,0
44847,2012-04-28,Wigan,Newcastle,4,0,H,0
44848,2012-04-29,Chelsea,QPR,6,1,H,0
44849,2012-04-29,Tottenham,Blackburn,2,0,H,0
44850,2012-04-30,Man City,Man United,1,0,H,0
44851,2012-05-01,Liverpool,Fulham,0,1,A,0
44852,2012-05-01,Stoke,Everton,1,1,D,0
44853,2012-05-02,Bolton,Tottenham,1,4,A,0
44854,2012-05-02,Chelsea,Newcastle,0,2,A,0
44855,2012-05-05,Arsenal,Norwich,3,3,D,0
44856,2012-05-06,Aston Villa,Tottenham,1,1,D,0
44857,2012-05-06,Bolton,West Brom,2,2,D,0
44858,2012-05-06,Fulham,Sunderland,2,1,H,0
44859,2012-05-06,Man United,Swansea,2,0,H,0
44860,2012-05-06,Newcastle,Man City,0,2,A,0
44861,2012-05-06,QPR,Stoke,1,0,H,0
44862,2012-05-06,Wolves,Everton,0,0,D,0
44863,2012-05-07,Blackburn,Wigan,0,1,A,0
44864,2012-05-08,Liverpool,Chelsea,4,1,H,0
44865,2012-05-13,Chelsea,Blackburn,2,1,H,0
44866,2012-05-13,Everton,Newcastle,3,1,H,0
44867,2012-05-13,Man City,QPR,3,2,H,0
44868,2012-05-13,Norwich,Aston Villa,2,0,H,0
44869,2012-05-13,Stoke,Bolton,2,2,D,0
44870,2012-05-13,Sunderland,Man United,0,1,A,0
44871,2012-05-13,Swansea,Liverpool,1,0,H,0
44872,2012-05-13,Tottenham,Fulham,2,0,H,0
44873,2012-05-13,West Brom,Arsenal,2,3,A,0
44874,2012-05-13,Wigan,Wolves,3,2,H,0
